ΚΩΔ. ΚΕΝ,ΚΕΝ ΠΕΡΙΓΡΑΦΗ,ΜΔΝ από 1/3/2012,Κόστος από 1/3/2012,70% κάλυψη σε ιδιωτικά ιδρύματα
Ρ23Α,Ιογενείς λοιμώξεις ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Άλλα λοιμώδη και παρασιτικά νοσήματα με καταστροφικές (συστηματικές),2,"428,00 €","299,60 €"
Ρ24Μα,συνυπάρχουσες παθήσεις – επιπλοκές Άλλα λοιμώδη και παρασιτικά νοσήματα με σοβαρές ή μέτριας βαρύτητας,14,"3.773,00 €","2.641,10 €"
Ρ24Μβ,συνυπάρχουσες παθήσεις – επιπλοκές Άλλα λοιμώδη και παρασιτικά νοσήματα χωρίς συνυπάρχουσες παθήσεις –,6,"1.401,00 €","980,70 €"
Ρ24Χ,"επιπλοκές Τραυματισμοί, δηλητηριάσεις και ΤΚΑ 21 τοξικές επιδράσεις φαρμάκων (Φ) Μηχανική υποστήριξη αναπνοής ή κρανιακές επεμβάσεις για πολλαπλά",3,"623,00 €","436,10 €"
Φ01Α,"σημαντικά τραύματα Επεμβάσεις ισχίου, μηριαίου και άκρου για πολλαπλά σημαντικά τραύματα, συμπεριλαμβανομένης της εμφύτευσης, με καταστροφικές (συστηματικές) ή σοβαρές",21,"10.481,00 €","7.336,70 €"
Φ02Μ,"συνυπάρχουσες παθήσεις - επιπλοκές Επεμβάσεις ισχίου, μηριαίου και άκρου για πολλαπλά σημαντικά τραύματα, συμπεριλαμβανομένης της εμφύτευσης, χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις -",22,"8.488,00 €","5.941,60 €"
Φ02Χ,επιπλοκές Επεμβάσεις κοιλιακής χώρας για,15,"6.792,00 €","4.754,40 €"
Φ03Α,πολλαπλά σημαντικά τραύματα Άλλες χειρουργικές επεμβάσεις για πολλαπλά σημαντικά τραύματα με καταστροφικές (συστηματικές) ή σοβαρές,13,"5.386,00 €","3.770,20 €"
Φ04Μ,συνυπάρχουσες παθήσεις - επιπλοκές Άλλες χειρουργικές επεμβάσεις για πολλαπλά σημαντικά τραύματα χωρίς καταστροφικές (συστηματικές) ή σοβαρές,22,"8.343,00 €","5.840,10 €"
Φ04Χ,συνυπάρχουσες παθήσεις - επιπλοκές,11,"4.975,00 €","3.482,50 €"
Φ10Α,"Πολλαπλά τραύματα, ασθενής που ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα κατέληξε ή διακομίστηκε σε άλλη μονάδα οξείας θεραπείας σε <5 ημέρες Πολλαπλά τραύματα χωρίς σημαντικές επεμβάσεις με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες",1,"1.246,00 €","872,20 €"
Φ11Μ,παθήσεις – επιπλοκές Πολλαπλά τραύματα χωρίς σημαντικές επεμβάσεις και χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,15,"3.657,00 €","2.559,90 €"
Φ11Χ,παθήσεις – επιπλοκές Μεταφορά μικροαγγειακού ιστού ή (δερματικό μόσχευμα με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις- επιπλοκές) για τραυματισμούς,7,"1.883,00 €","1.318,10 €"
Φ22Μ,άκρας χειρός Δερματικό μόσχευμα για τραυματισμούς της άκρας χειρός χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,5,"2.227,00 €","1.558,90 €"
Φ22Χ,παθήσεις - επιπλοκές Άλλες επεμβάσεις για τραυματισμούς κάτω άκρου με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,2,"756,00 €","529,20 €"
Φ24Μ,παθήσεις - επιπλοκές Άλλες επεμβάσεις για τραυματισμούς κάτω άκρου χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,11,"2.785,00 €","1.949,50 €"
Φ24Χ,παθήσεις - επιπλοκές Άλλες επεμβάσεις για τραυματισμούς της άκρας χειρός με συνυπάρχουσες παθήσεις,2,"934,00 €","653,80 €"
Φ25Μ,ή επιπλοκές Άλλες επεμβάσεις για τραυματισμούς της άκρας χειρός χωρίς συνυπάρχουσες,4,"1.256,00 €","879,20 €"
Φ25Χ,παθήσεις ή επιπλοκές Άλλες επεμβάσεις για άλλους τραυματισμούς με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,1,"651,00 €","455,70 €"
Φ26Μ,παθήσεις - επιπλοκές,9,"1.850,00 €","1.295,00 €"
Φ26Χ,Άλλες επεμβάσεις για άλλους ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα τραυματισμούς χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές Δερματικό μόσχευμα για τραυματισμούς εξαιρουμένης της άκρας χειρός με μεταφορά μικροαγγειακού ιστού ή με (καταστροφικές (συστηματικές) ή σοβαρές,2,"828,00 €","579,60 €"
Φ27Μ,συνυπάρχουσες παθήσεις - επιπλοκές) Δερματικό μόσχευμα για τραυματισμούς εξαιρουμένης της άκρας χειρός χωρίς μεταφορά μικροαγγειακού ιστού χωρίς (καταστροφικές (συστηματικές) ή σοβαρές,17,"3.631,00 €","2.541,70 €"
Φ27Χ,"συνυπάρχουσες παθήσεις - επιπλοκές) Τραυματισμοί, δηλητηριάσεις και τοξικές επιδράσεις από φάρμακα με μηχανική",6,"1.479,00 €","1.035,30 €"
Φ40Α,υποστήριξη αναπνοής Τραυματισμοί με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,7,"3.288,00 €","2.301,60 €"
Φ60Μ,παθήσεις – επιπλοκές Τραυματισμοί χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,7,"1.144,00 €","800,80 €"
Φ60Χ,παθήσεις – επιπλοκές,2,"288,00 €","201,60 €"
Φ61Α,Αλλεργικές αντιδράσεις Δηλητηριάσεις/τοξικές επιδράσεις φαρμάκων και άλλων ουσιών με καταστροφικές (συστηματικές) ή σοβαρές,1,"280,00 €","196,00 €"
Φ62Μ,συνυπάρχουσες παθήσεις – επιπλοκές Δηλητηριάσεις/τοξικές επιδράσεις φαρμάκων και άλλων ουσιών χωρίς καταστροφικές (συστηματικές) ή σοβαρές,4,"1.183,00 €","828,10 €"
Φ62Χ,συνυπάρχουσες παθήσεις – επιπλοκές Δευτερογενείς επιπλοκές θεραπείας με καταστροφικές (συστηματικές) ή σοβαρές,2,"307,00 €","214,90 €"
Φ63Μ,συνυπάρχουσες παθήσεις – επιπλοκές Δευτερογενείς επιπλοκές θεραπείας χωρίς καταστροφικές (συστηματικές) ή σοβαρές,6,"1.245,00 €","871,50 €"
Φ63Χ,"συνυπάρχουσες παθήσεις – επιπλοκές ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Άλλος τραυματισμός, δηλητηρίαση και τοξική επίδραση με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες",3,"506,00 €","354,20 €"
Φ64Μ,"παθήσεις – επιπλοκές Άλλος τραυματισμός, δηλητηρίαση και τοξική επίδραση χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες",5,"1.159,00 €","811,30 €"
Φ64Χ,παθήσεις – επιπλοκές ΤΚΑ 22 Εγκαύματα (Ζ) Μηχανική υποστήριξη αναπνοής σε εγκαύματα και σοβαρά ολικού πάχους,1,"303,00 €","212,10 €"
Ζ01Α,εγκαύματα Άλλα εγκαύματα με δερματικό μόσχευμα,38,"23.712,00 €","16.598,40 €"
Ζ02Μ,με συνυπάρχουσες παθήσεις-επιπλοκές Άλλα εγκαύματα με δερματικό μόσχευμα,18,"6.157,00 €","4.309,90 €"
Ζ02Χ,χωρίς συνυπάρχουσες παθήσεις-επιπλοκές Άλλες χειρουργικές επεμβάσεις για άλλα,6,"1.525,00 €","1.067,50 €"
Ζ03Α,"εγκαύματα Εγκαύματα, ασθενής που διακομίστηκε σε άλλο νοσοκομείο οξείας φροντίδας σε < 5",5,"2.312,00 €","1.618,40 €"
Ζ20Α,ημέρες,1,"241,00 €","168,70 €"
Ζ21Α,Σοβαρά εγκαύματα Άλλα εγκαύματα με συνυπάρχουσες,4,"848,00 €","593,60 €"
Ζ22Μ,παθήσεις – επιπλοκές Άλλα εγκαύματα χωρίς συνυπάρχουσες,6,"1.167,00 €","816,90 €"
Ζ22Χ,παθήσεις – επιπλοκές Παράγοντες που επηρεάζουν την κατάσταση υγείας και την επαφή με τις ΤΚΑ 23 υπηρεσίες υγείας (Χ) Χειρουργικές επεμβάσεις για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών υγείας με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις-,2,"397,00 €","277,90 €"
Χ01Μ,επιπλοκές ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Χειρουργικές επεμβάσεις για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών υγείας χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,6,"1.744,00 €","1.220,80 €"
Χ01Χ,παθήσεις-επιπλοκές Ενδοσκόπηση για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών,2,"531,00 €","371,70 €"
Χ01Α,"υγείας, ημερήσια νοσηλεία Φυσική ιατρική αποκατάσταση, με καταστροφικές (συστηματικές)",1,"225,00 €","157,50 €"
Χ20Μ,"συνυπάρχουσες παθήσεις – επιπλοκές Φυσική ιατρική αποκατάσταση, χωρίς καταστροφικές (συστηματικές)",20,"2.716,00 €","1.901,20 €"
Χ20Χ,"συνυπάρχουσες παθήσεις – επιπλοκές Φυσική ιατρική αποκατάσταση, ημερήσια",19,"1.759,00 €","1.231,30 €"
Χ20Α,νοσηλεία,1,"700,00 €","490,00 €"
Χ21Μ,"Σημεία και συμπτώματα Σημεία και συμπτώματα, ημερήσια",5,"887,00 €","620,90 €"
Χ21Χ,"νοσηλεία Άλλο follow up μετά από χειρουργική επέμβαση και ιατρική φροντίδα, με καταστροφικές (συστηματικές)",1,"200,00 €","140,00 €"
Χ23Μ,"συνυπάρχουσες παθήσεις-επιπλοκές Άλλο follow up μετά από χειρουργική επέμβαση και ιατρική φροντίδα, χωρίς καταστροφικές (συστηματικές)",14,"2.039,00 €","1.427,30 €"
Χ23Χ,συνυπάρχουσες παθήσεις-επιπλοκές Άλλοι παράγοντες που επηρεάζουν την,6,"848,00 €","593,60 €"
Χ24Μ,κατάσταση της υγείας Άλλοι παράγοντες που επηρεάζουν την,4,"770,00 €","539,00 €"
Χ24Χ,"κατάσταση της υγείας, ημερήσια νοσηλεία Συγγενείς ανωμαλίες και προβλήματα που",1,"177,00 €","123,90 €"
Χ25Α,αναδύονται από τη νεογνική περίοδο,4,"1.082,00 €","757,40 €"
